STATION,NAME,DATE,AWND,DAPR,EVAP,MDPR,MNPN,MXPN,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,WDF2,WDF5,WDMV,WESD,WESF,WSF2,WSF5,WT01,WT02,WT03,WT08
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",2/15/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",2/16/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",2/17/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",2/18/2024,,,,,,,,0.49,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",2/19/2024,,,,,,,,1.68,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",2/20/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",2/21/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",2/22/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",2/23/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",2/24/2024,,,,,,,,0.1,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",2/25/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",2/26/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",2/27/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",2/28/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",2/29/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",3/1/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",3/2/2024,,,,,,,,0.05,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",3/4/2024,,,,,,,,0.23,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",3/5/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",3/6/2024,,,,,,,,0.32,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",3/7/2024,,,,,,,,0.07,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",3/8/2024,,,,,,,,0.86,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",3/9/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",3/10/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",3/11/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",3/12/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",3/13/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",3/14/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",3/15/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",3/16/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",3/17/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",3/18/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",3/19/2024,,,,,,,,0.03,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",3/20/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",3/21/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",3/22/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",3/23/2024,,,,,,,,2.1,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",3/24/2024,,,,,,,,0.53,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",3/25/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",3/26/2024,,,,,,,,0.01,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",3/27/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",3/28/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",3/29/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",3/30/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",4/3/2024,,4,,0,,,,,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",4/4/2024,,,,,,,,0.09,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",4/5/2024,,,,,,,,0,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",4/6/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",4/7/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",4/8/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",4/11/2024,,3,,0,,,,,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",4/12/2024,,,,,,,,0.02,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",4/13/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",4/14/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",4/15/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",4/16/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",4/17/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",4/18/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",4/19/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",4/20/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",4/22/2024,,2,,0,,,,,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",4/23/2024,,,,,,,,0.15,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",4/24/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",4/25/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",4/26/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",4/27/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",4/28/2024,,,,,,,,0.02,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",4/29/2024,,,,,,,,0.08,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",4/30/2024,,,,,,,,0.73,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",5/1/2024,,,,,,,,1.8,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",5/2/2024,,,,,,,,0.01,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",5/3/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",5/4/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",5/5/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",5/7/2024,,2,,0,,,,,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",5/8/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",5/15/2024,,7,,0,,,,,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",5/16/2024,,,,,,,,0,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",5/17/2024,,,,,,,,0.18,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",5/20/2024,,3,,0,,,,,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",5/21/2024,,,,,,,,0,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",5/26/2024,,,,,,,,0.24,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",5/27/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",5/28/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",5/29/2024,,,,,,,,0.46,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",5/30/2024,,,,,,,,0.08,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",5/31/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",6/3/2024,,3,,0.18,,,,,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",6/6/2024,,3,,0,,,,,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",6/8/2024,,,,,,,,0.21,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",6/10/2024,,2,,0.38,,,,,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",6/11/2024,,,,,,,,0.28,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",6/12/2024,,,,,,,,4.28,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",6/13/2024,,,,,,,,12.29,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",6/14/2024,,,,,,,,0.7,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",6/15/2024,,,,,,,,0.51,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",6/16/2024,,,,,,,,0,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",6/17/2024,,,,,,,,0.26,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",6/18/2024,,,,,,,,0.02,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",6/19/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",6/20/2024,,,,,,,,0.27,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",6/21/2024,,,,,,,,0.4,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",6/22/2024,,,,,,,,0.08,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",6/23/2024,,,,,,,,2.85,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",6/24/2024,,,,,,,,0.8,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",6/25/2024,,,,,,,,0.05,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",6/26/2024,,,,,,,,0.33,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",6/27/2024,,,,,,,,0.57,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",6/28/2024,,,,,,,,0.02,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",6/29/2024,,,,,,,,0,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",6/30/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",7/1/2024,,,,,,,,0.66,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",7/2/2024,,,,,,,,0.07,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",7/3/2024,,,,,,,,0.27,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",7/4/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",7/5/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",7/6/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",7/7/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",7/8/2024,,,,,,,,0.1,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",7/9/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",7/10/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",7/11/2024,,,,,,,,0.21,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",7/12/2024,,,,,,,,0.31,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",7/13/2024,,,,,,,,0,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",7/16/2024,,,,,,,,0.19,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",7/17/2024,,,,,,,,0.08,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",7/21/2024,,,,,,,,0.03,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",7/22/2024,,,,,,,,0.53,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",7/23/2024,,,,,,,,0.15,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",7/24/2024,,,,,,,,0.02,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",7/25/2024,,,,,,,,0,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",7/29/2024,,4,,0,,,,,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",7/30/2024,,,,,,,,0.26,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",7/31/2024,,,,,,,,0.02,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",8/1/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",8/2/2024,,,,,,,,0.24,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",8/3/2024,,,,,,,,0.14,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",8/4/2024,,,,,,,,0.49,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",8/5/2024,,,,,,,,0.93,,,,,,,,,,,,,,,,,
US1FLBW0174,"HOLLYWOOD 2.0 SSE, FL US",8/7/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLMD0007,"SUNSET 2.4 SW, FL US",1/1/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLMD0007,"SUNSET 2.4 SW, FL US",1/2/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLMD0007,"SUNSET 2.4 SW, FL US",1/3/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLMD0007,"SUNSET 2.4 SW, FL US",1/4/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLMD0007,"SUNSET 2.4 SW, FL US",1/5/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLMD0007,"SUNSET 2.4 SW, FL US",1/6/2024,,,,,,,,0,,,,,,,,,,,,,,,,,
US1FLMD0007,"SUNSET 2.4 SW, FL US",1/7/2024,,,,,,,,0.41,,,,,,,,,,,,,,,,,
US1FLMD0007,"SUNSET 2.4 SW, FL US",1/8/2024,,,,,,,,0.07,,,,,,,,,,,,,,,,,
US1FLMD0007,"SUNSET 2.4 SW, FL US",1/9/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLMD0007,"SUNSET 2.4 SW, FL US",1/10/2024,,,,,,,,0.17,,,,,,,,,,,,,,,,,
US1FLMD0007,"SUNSET 2.4 SW, FL US",1/11/2024,,,,,,,,0.33,,,,,,,,,,,,,,,,,
US1FLMD0007,"SUNSET 2.4 SW, FL US",1/12/2024,,,,,,,,0.37,,,,,,,,,,,,,,,,,
US1FLMD0007,"SUNSET 2.4 SW, FL US",1/13/2024,,,,,,,,0.02,,,,,,,,,,,,,,,,,
US1FLMD0007,"SUNSET 2.4 SW, FL US",1/14/2024,,,,,,,,0,,,,,,,,,,,,,,,,,
US1FLMD0007,"SUNSET 2.4 SW, FL US",1/15/2024,,,,,,,,0.12,,,,,,,,,,,,,,,,,
US1FLMD0007,"SUNSET 2.4 SW, FL US",1/16/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLMD0007,"SUNSET 2.4 SW, FL US",1/17/2024,,,,,,,,0.08,,,,,,,,,,,,,,,,,
US1FLMD0007,"SUNSET 2.4 SW, FL US",1/18/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLMD0007,"SUNSET 2.4 SW, FL US",1/19/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLMD0007,"SUNSET 2.4 SW, FL US",1/20/2024,,,,,,,,0.01,,,,,,,,,,,,,,,,,
US1FLMD0007,"SUNSET 2.4 SW, FL US",1/21/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLMD0007,"SUNSET 2.4 SW, FL US",1/22/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLMD0007,"SUNSET 2.4 SW, FL US",1/23/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLMD0007,"SUNSET 2.4 SW, FL US",1/24/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLMD0007,"SUNSET 2.4 SW, FL US",1/25/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLMD0007,"SUNSET 2.4 SW, FL US",1/26/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLMD0007,"SUNSET 2.4 SW, FL US",1/27/2024,,,,,,,,0.03,,,,,,,,,,,,,,,,,
US1FLMD0007,"SUNSET 2.4 SW, FL US",1/28/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLMD0007,"SUNSET 2.4 SW, FL US",1/29/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLMD0007,"SUNSET 2.4 SW, FL US",1/30/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
US1FLMD0007,"SUNSET 2.4 SW, FL US",1/31/2024,,,,,,,,0,0,,,,,,,,,,,,,,,,
